Botanical name,CommonNames,ProductSKU,Category,OnHand, Price ,VolumeQuantity, VolumePrice 
Cercidiphyllum japonicum 'Pendula',Weeping Katsura,1017-LVF-4X6DIA,Trees,3, $495.00 ,25, $495.00 
Cercidiphyllum japonicum Claim Jumper™ ('HSI1'),Claim Jumper™ Katsura,4866-125CM-3G,Trees,30, $68.00 ,25, $68.00 
Cercidiphyllum japonicum Claim Jumper™ ('HSI1'),Claim Jumper™ Katsura,4866-175CM-5G,Trees,32, $90.00 ,25, $90.00 
Cercidiphyllum japonicum Claim Jumper™ ('HSI1'),Claim Jumper™ Katsura,4866-200CM-10G,Trees,0, $115.00 ,25, $115.00 
Cercidiphyllum japonicum Claim Jumper™ ('HSI1'),Claim Jumper™ Katsura,4866-LVF-4X6SQ,Trees,29, $495.00 ,25, $495.00 
Cercidiphyllum japonicum Hanna's Heart® ('Biringer'),"Hanna's Heart® Katsura, Katsura Tree",3552-45MM-WB,Trees,3, $245.00 ,25, $245.00 
Cercidiphyllum japonicum Hanna's Heart® ('Biringer'),"Hanna's Heart® Katsura, Katsura Tree",3552-ESP-200CM-15G,Trees,1, $170.00 ,25, $170.00 
Cercidiphyllum japonicum Red Fox ('Rotfuchs'),Red Fox Katsura,378-200CM-10G,Trees,17, $120.00 ,25, $120.00 
Cercis canadensis,Eastern Redbud,380-1G,"Trees, Shrubs",91, $7.50 ,25, $7.25 
Cercis canadensis,Eastern Redbud,380-2G,"Trees, Shrubs",252, $12.95 ,25, $12.70 
Cercis canadensis,Eastern Redbud,380-40MM-WB,"Trees, Shrubs",1, $-   ,, $-   
Cercis canadensis,Eastern Redbud,380-250CM-WB,"Trees, Shrubs",3, $-   ,, $-   
Cercis canadensis,Eastern Redbud,380-TF-60MM-25G,"Trees, Shrubs",1, $345.00 ,25, $345.00 
Cercis canadensis,Eastern Redbud,380-TF-45MM-WB,"Trees, Shrubs",109, $255.00 ,25, $255.00 
Cercis canadensis,Eastern Redbud,380-TF-40MM-WB,"Trees, Shrubs",21, $240.00 ,25, $240.00 
Cercis canadensis,Eastern Redbud,380-TF-200CM-10G,"Trees, Shrubs",46, $93.00 ,25, $93.00 
Cercis canadensis,Eastern Redbud,380-TF-200CM-15G,"Trees, Shrubs",8, $98.00 ,25, $98.00 
Cercis canadensis,Eastern Redbud,380-LVF-4X6DIA,"Trees, Shrubs",3, $495.00 ,25, $495.00 
Cercis canadensis,Eastern Redbud,380-CLP-80CM-7G,"Trees, Shrubs",68, $54.00 ,25, $54.00 
Cercis canadensis,Eastern Redbud,380-CLP-100CM-7G,"Trees, Shrubs",52, $60.00 ,25, $60.00 
Cercis canadensis,Eastern Redbud,380-CLP-125CM-7G,"Trees, Shrubs",52, $63.00 ,, $63.00 
Cercis canadensis,Eastern Redbud,380-CLP-175CM-WB,"Trees, Shrubs",2, $205.00 ,25, $205.00 
Cercis canadensis,Eastern Redbud,380-CLP-175CM-15G,"Trees, Shrubs",35, $190.00 ,25, $190.00 
Cercis canadensis,Eastern Redbud,380-CLP-225CM-WB,"Trees, Shrubs",2, $275.00 ,25, $275.00 
Cercis canadensis,Eastern Redbud,380-CLP-250CM-WB,"Trees, Shrubs",1, $305.00 ,25, $305.00 
Cercis canadensis 'Burgundy Hearts',Burgundy Hearts Redbud,8024-LVF-4X6DIA,Trees,0, $525.00 ,25, $525.00 
Cercis canadensis 'Forest Pansy',Forest Pansy Redbud,1022-TF-50MM-WB,Trees,0, $305.00 ,25, $305.00 
Cercis canadensis 'Forest Pansy',Forest Pansy Redbud,1022-TF-35MM-BBC,Trees,2, $260.00 ,25, $260.00 
Cercis canadensis 'Forest Pansy',Forest Pansy Redbud,1022-TF-80CM-5G,Trees,20, $65.00 ,25, $65.00 
Cercis canadensis 'Forest Pansy',Forest Pansy Redbud,1022-TF-250CM-15G,Trees,5, $148.00 ,25, $148.00 
Cercis canadensis 'Forest Pansy',Forest Pansy Redbud,1022-CLP-225CM-WB,Trees,1, $295.00 ,25, $295.00 
Cercis canadensis 'Hearts of Gold',Hearts of Gold Redbud,1024-TF-250CM-15G,Trees,30, $148.00 ,25, $148.00 
Cercis canadensis 'Pink Heartbreaker',Pink Heartbreaker Redbud,3557-TF-40MM-BBC,Trees,11, $278.00 ,, $278.00 
Cercis canadensis 'Pink Pom Poms',Pink Pom Poms Redbud,5445-40MM-BBC,Trees,4, $285.00 ,25, $285.00 
Cercis canadensis 'Ruby Falls',Ruby Falls Redbud,3558-45MM-BBC,Trees,1, $295.00 ,25, $295.00 
Cercis canadensis 'Ruby Falls',Ruby Falls Redbud,3558-125CM-3G,Trees,7, $-   ,, $-   
Cercis canadensis 'Ruby Falls',Ruby Falls Redbud,3558-175CM-15G,Trees,4, $158.00 ,25, $158.00 
Cercis canadensis 'Ruby Falls',Ruby Falls Redbud,3558-LVF-4X6SQ,Trees,0, $525.00 ,25, $525.00 
Cercis canadensis 'Summer Tower',Summer Tower Redbud,7954-TF-60MM-WB,Trees,1, $325.00 ,25, $325.00 
Cercis canadensis 'Vanilla Twist',Vanilla Twist Redbud,4579-200CM-15G,Trees,27, $158.00 ,25, $158.00 
Cercis canadensis Black Pearl ('JN16'),Black Pearl Redbud,5637-80CM-5G,Trees,9, $68.00 ,25, $68.00 
Cercis canadensis Black Pearl ('JN16'),Black Pearl Redbud,5637-LVF-4X6SQ,Trees,0, $525.00 ,25, $525.00 
Cercis canadensis Carolina Sweetheart® ('NCCC1'),Carolina Sweetheart® Redbud,5662-30MM-15G,Trees,2, $188.00 ,25, $188.00 
Cercis canadensis f. alba 'Royal White',Royal White Redbud,1029-TF-250CM-15G,Trees,18, $158.00 ,25, $158.00 
Cercis canadensis Flame Thrower ('NC2016-2'),Flame Thrower Redbud,5638-TF-200CM-10G,Trees,14, $180.00 ,25, $180.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-125CM-3G,Trees,15, $66.00 ,25, $65.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-60MM-WB,Trees,1, $385.00 ,25, $385.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-50MM-WB,Trees,3, $365.00 ,25, $365.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-45MM-WB,Trees,12, $345.00 ,25, $345.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-40MM-WB,Trees,10, $325.00 ,25, $325.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-175CM-10G,Trees,11, $138.00 ,25, $138.00 
Cercis canadensis Lavender Twist® ('Covey'),Lavender Twist® Redbud,1021-TF-175CM-15G,Trees,21, $148.00 ,, $148.00 
Cercis canadensis Midnight Express™ ('RNI-RCC3'),Midnight Express™ Redbud,5430-40MM-WB,Trees,5, $250.00 ,25, $250.00 
Cercis canadensis Midnight Express™ ('RNI-RCC3'),Midnight Express™ Redbud,5430-200CM-10G,Trees,44, $128.00 ,25, $128.00 
Cercis canadensis Midnight Express™ ('RNI-RCC3'),Midnight Express™ Redbud,5430-250CM-15G,Trees,26, $148.00 ,25, $148.00 
Cercis canadensis Midnight Express™ ('RNI-RCC3'),Midnight Express™ Redbud,5430-250CM-16G,Trees,16, $148.00 ,25, $148.00 
Chaenomeles speciosa 'Toyo Nishiki',Japanese Quince,382-3G,Shrubs,234, $12.95 ,25, $12.70 
Chaenomeles x superba 'Pink Lady',Japanese Quince,784-3G,Shrubs,127, $12.95 ,25, $12.70 
Chaenomeles x superba 'Texas Scarlet',Japanese Quince,785-3G,Shrubs,183, $12.95 ,25, $12.70 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-15G,Evergreens,0, $-   ,25, $-   
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-60CM-7G,Evergreens,20, $50.00 ,25, $48.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-80CM-2G,Evergreens,1, $20.50 ,25, $20.25 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-80CM-7G,Evergreens,33, $55.00 ,25, $55.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-100CM-7G,Evergreens,0, $58.00 ,25, $58.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-175CM-WB,Evergreens,24, $180.00 ,25, $180.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-200CM-WB,Evergreens,38, $210.00 ,25, $210.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-225CM-WB,Evergreens,19, $220.00 ,25, $220.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-250CM-WB,Evergreens,2, $240.00 ,25, $240.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-LVF-4X6SQ,Evergreens,0, $435.00 ,25, $435.00 
Chamaecyparis nootkatensis 'Aurea',"Golden Nootka Falsecypress, Golden Alaskan Cedar",893-LVF-4X6DIA,Evergreens,3, $435.00 ,25, $435.00 
Chamaecyparis nootkatensis 'Glauca Pendula',"Blue Weeping Cypress, Weeping Alaska Cedar",5018-175CM-BBC,Evergreens,4, $205.00 ,25, $205.00 
Chamaecyparis nootkatensis 'Glauca Pendula',"Blue Weeping Cypress, Weeping Alaska Cedar",5018-200CM-BBC,Evergreens,2, $220.00 ,25, $220.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-60CM-7G,Evergreens,25, $50.00 ,25, $48.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-80CM-7G,Evergreens,92, $55.00 ,25, $55.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-100CM-15G,Evergreens,46, $70.00 ,25, $70.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-150CM-WB,Evergreens,8, $170.00 ,25, $170.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-175CM-WB,Evergreens,29, $180.00 ,25, $180.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-200CM-WB,Evergreens,7, $210.00 ,25, $210.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-225CM-WB,Evergreens,21, $220.00 ,25, $220.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-250CM-WB,Evergreens,30, $240.00 ,25, $240.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-300CM-WB,Evergreens,12, $270.00 ,25, $270.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-LVF-4X6SQ,Evergreens,0, $435.00 ,25, $435.00 
Chamaecyparis nootkatensis 'Glauca',"Blue Nootka Falsecypress, Blue Alaskan Cedar",899-LVF-4X6DIA,Evergreens,0, $435.00 ,25, $435.00 
Chamaecyparis nootkatensis 'Green Arrow',Green Arrow Weeping Falsecypress,5791-225CM-BBC,Evergreens,4, $275.00 ,25, $275.00 
Chamaecyparis nootkatensis 'Green Arrow',Green Arrow Weeping Falsecypress,5791-600CM-WB,Evergreens,0, $-   ,25, $-   
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-WB,Evergreens,1, $-   ,25, $-   
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-80CM-2G,Evergreens,24, $23.00 ,25, $22.50 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-80CM-7G,Evergreens,149, $58.00 ,25, $58.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-100CM-2G,Evergreens,25, $25.00 ,25, $24.50 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-100CM-7G,Evergreens,0, $60.00 ,25, $60.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-125CM-15G,Evergreens,49, $115.00 ,25, $115.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-150CM-WB,Evergreens,104, $180.00 ,25, $180.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-175CM-WB,Evergreens,9, $190.00 ,25, $190.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-225CM-WB,Evergreens,2, $240.00 ,25, $240.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-300CM-WB,Evergreens,9, $315.00 ,25, $315.00 
Chamaecyparis nootkatensis 'Pendula',"Weeping Nootka Falsecypress, Weeping Alaskan Cedar",902-LVF-4X6DIA,Evergreens,3, $495.00 ,25, $495.00 
Chamaecyparis nootkatensis 'Van den Akker',"Van den Akker Weeping Cypress, Alaskan Yellow Cedar",4674-275CM-BBC,Evergreens,16, $285.00 ,25, $285.00 
Chamaecyparis nootkatensis 'Van den Akker',"Van den Akker Weeping Cypress, Alaskan Yellow Cedar",4674-300CM-BBC,Evergreens,8, $295.00 ,25, $295.00 
Chamaecyparis obtusa 'Aurea',Golden Hinoki Falsecypress,4459-90CM-BBC,Evergreens,1, $148.00 ,25, $148.00 
Chamaecyparis obtusa 'Aurea',Golden Hinoki Falsecypress,4459-125CM-BBC,Evergreens,4, $178.00 ,25, $178.00 
Chamaecyparis obtusa 'Aurea',Golden Hinoki Falsecypress,4459-150CM-BBC,Evergreens,1, $228.00 ,25, $228.00 
Chamaecyparis obtusa 'Bess',Bess Dwarf Hinoki Cypress,5792-50CM-BBC,Evergreens,4, $148.00 ,25, $148.00 
Chamaecyparis obtusa 'Fernspray Gold',Gold Hinoki Falsecypress,914-2G,Evergreens,6, $35.00 ,25, $35.00 
Chamaecyparis obtusa 'Fernspray Gold',Gold Hinoki Falsecypress,914-3G,Evergreens,25, $45.00 ,25, $45.00 
Chamaecyparis obtusa 'Filicoides Compacta',Fernleaf Hinoki Falsecypress,3440-2G,Evergreens,50, $55.00 ,25, $55.00 
Chamaecyparis obtusa 'Gracilis',Slender Hinoki Falsecypress,915-100CM-BBC,Evergreens,2, $135.00 ,25, $135.00 
Chamaecyparis obtusa 'Gracilis',Slender Hinoki Falsecypress,915-125CM-BBC,Evergreens,1, $198.00 ,25, $198.00 
Chamaecyparis obtusa 'Iseli Green',Iseli Green Hinoki Falsecypress,4757-80CM-7G,Evergreens,1, $125.00 ,25, $125.00 
Chamaecyparis obtusa 'Kosteri',Koster's Hinoki Falsecypress,920-3G,Evergreens,0, $49.00 ,25, $49.00 
Chamaecyparis obtusa 'Kosteri',Koster's Hinoki Falsecypress,920-6G,Evergreens,14, $125.00 ,25, $125.00 
Chamaecyparis obtusa 'Kosteri',Koster's Hinoki Falsecypress,920-125CM-BBC,Evergreens,3, $228.00 ,25, $228.00 
Chamaecyparis obtusa 'Kosteri',Koster's Hinoki Falsecypress,920-150CM-BBC,Evergreens,4, $248.00 ,25, $248.00 
Chamaecyparis obtusa 'Lynn's Golden',Lynn's Golden Hinoki Cypress,5775-60CM-BBC,Evergreens,2, $145.00 ,25, $145.00 
Chamaecyparis obtusa 'Nana Gracilis',Dwarf Hinoki Falsecypress,923-3G,Evergreens,218, $49.00 ,25, $49.00 
Chamaecyparis obtusa 'Nana Gracilis',Dwarf Hinoki Falsecypress,923-50CM-BBC,Evergreens,4, $148.00 ,25, $148.00 
Chamaecyparis obtusa 'Nana Lutea',Golden Dwarf Hinoki Falsecypress,3446-2G,Evergreens,0, $36.00 ,25, $36.00 
Chamaecyparis obtusa 'Nana Lutea',Golden Dwarf Hinoki Falsecypress,3446-3G,Evergreens,25, $49.00 ,25, $49.00 
Chamaecyparis obtusa 'Rezek',Rezek Hinoki Falsecypress,5463-50CM-BBC,Evergreens,3, $140.00 ,25, $140.00 
Chamaecyparis obtusa 'Spiralis',Hinoki Falsecypress,4676-50CM-BBC,Evergreens,3, $165.00 ,25, $165.00 
Chamaecyparis obtusa 'Spiralis',Hinoki Falsecypress,4676-80CM-BBC,Evergreens,1, $185.00 ,25, $185.00 
Chamaecyparis obtusa 'Split Rock',Hinoki Falsecypress,3448-3G,Evergreens,1, $78.00 ,25, $78.00 
Chamaecyparis obtusa 'Tempelhof',Templehof Hinoki Falsecypress,954-3G,Evergreens,120, $43.00 ,25, $43.00 
Chamaecyparis obtusa 'Tempelhof',Templehof Hinoki Falsecypress,954-6G,Evergreens,11, $105.00 ,25, $105.00 
Chamaecyparis obtusa 'Thoweil',Thoweil Hinoki Falsecypress,3449-2G,Evergreens,18, $23.50 ,25, $23.00 
Chamaecyparis obtusa 'Thoweil',Thoweil Hinoki Falsecypress,3449-3G,Evergreens,10, $69.00 ,25, $69.00 
Chamaecyparis obtusa 'Well's Special',Hinoki Falsecypress,5348-6G,Evergreens,26, $165.00 ,25, $168.00 
Chamaecyparis obtusa Night Light® ('Conschlect'),Night Light® Hinoki Cypress,7802-3G,Evergreens,37, $49.00 ,25, $49.00 
Chamaecyparis pisifera 'Boulevard',"Boulevard Falsecypress, Dwarf Blue Falsecypress",959-2G,Evergreens,65, $43.00 ,25, $43.00 
Chamaecyparis pisifera 'Boulevard',"Boulevard Falsecypress, Dwarf Blue Falsecypress",959-3G,Evergreens,11, $49.00 ,25, $49.00 
Chamaecyparis pisifera 'Filifera Aurea Nana',"Dwarf Golden Threadleaf Falsecypress, Dwarf Golden Threadleaf Japanese Falsecypress",971-2G,Evergreens,9, $26.00 ,25, $26.00 
Chamaecyparis pisifera 'Filifera',"Threadleaf Falsecypress, Threadleaf Japanese Falsecypress",963-2G,Evergreens,59, $21.50 ,25, $21.00 
Chamaecyparis pisifera 'Gold Spangle',"Gold Spangle Falsecypress, Gold Spangle Japanese Falsecypress",979-2G,Evergreens,60, $38.00 ,25, $38.00 
Chamaecyparis pisifera 'Golden Mops',"Golden Mop Threadleaf Falsecypress, Golden Mop Japanese Falsecypress",983-2G,Evergreens,92, $26.00 ,25, $25.50 
Chamaecyparis pisifera 'Golden Mops',"Golden Mop Threadleaf Falsecypress, Golden Mop Japanese Falsecypress",983-3G,Evergreens,78, $30.00 ,25, $29.50 
Chamaecyparis pisifera 'Golden Pincushion',"Golden Pincushion Falsecypress, Golden Pincushion Dwarf Moss Falsecypress",975-2G,Evergreens,50, $36.00 ,25, $36.00 
Chamaecyparis pisifera 'Squarrosa Intermedia',"Blue Moss Falsecypress, Squarrosa Intermedia Moss Falsecypress",1068-2G,Evergreens,40, $38.00 ,25, $38.00 
Chamaecyparis pisifera 'Squarrosa Intermedia',"Blue Moss Falsecypress, Squarrosa Intermedia Moss Falsecypress",1068-3G,Evergreens,7, $43.00 ,25, $43.00 
Chamaecyparis pisifera 'Sungold',"Sungold Falsecypress, Sawara Cypress",973-3G,Evergreens,0, $25.00 ,25, $24.00 
Chamaecyparis thyoides,,8047-2G,Evergreens,25, $-   ,25, $-   
Chelone glabra,"Turtlehead, Snakeshead",1769-1LTR,Perennials,31, $5.25 ,25, $5.00 
Chelone glabra,"Turtlehead, Snakeshead",1769-1G,Perennials,411, $6.25 ,25, $6.00 
Chelone glabra,"Turtlehead, Snakeshead",1769-PL72,Perennials,1, $2.35 ,25, $2.10 
Chelone glabra,"Turtlehead, Snakeshead",1769-PL50,Perennials,0, $2.50 ,25, $2.35 
Chelone glabra 'Black Ace',White Turtlehead,208-1G,Perennials,50, $6.25 ,25, $6.00 
Chelone lyonii 'Hot Lips',Pink Turtlehead,209-1G,Perennials,167, $6.50 ,25, $6.25 
Chelone lyonii Tiny Tortuga ('Armtipp02'),Tiny Tortuga Turtlehead,4954-1G,Perennials,209, $6.50 ,25, $6.25 
Chelone obliqua,Pink Turtlehead,210-1G,Perennials,175, $6.50 ,25, $6.25 
Cherry x 'Bing',Bing Cherry,3394-20MM-7G,Fruit,306, $49.50 ,25, $49.00 
Cherry x 'Bing',Bing Cherry,3394-20MM-FP,Fruit,3, $49.50 ,25, $49.00 
Cherry x 'Black Gold',Black Gold Cherry,5663-20MM-7G,Fruit,220, $49.50 ,25, $49.00 
Cherry x 'Carmine Jewel',Carmine Jewel Cherry,4749-2G,Fruit,16, $17.50 ,25, $17.00 
Cherry x 'Carmine Jewel',Carmine Jewel Cherry,4749-20MM-7G,Fruit,2, $49.50 ,25, $49.00 
Cherry x 'Combo',Combo Cherry,4799-20MM-7G,Fruit,175, $69.00 ,25, $68.00 
Cherry x 'Combo',Combo Cherry,4799-20MM-FP,Fruit,4, $69.00 ,25, $69.00 
Cherry x 'Lapins',Lapins Cherry,3816-20MM-7G,Fruit,180, $49.50 ,25, $49.00 
Cherry x 'Montmorency',Montmorency Cherry,3402-40MM-WB,Fruit,1, $125.00 ,25, $125.00 
Cherry x 'Montmorency',Montmorency Cherry,3402-20MM-7G,Fruit,615, $49.50 ,25, $49.00 
Cherry x 'Rainier',Rainier Cherry,3404-20MM-FP,Fruit,3, $49.50 ,25, $49.00 
Cherry x 'Sam',Sam Cherry,4264-20MM-7G,Fruit,57, $49.50 ,25, $49.00 
Cherry x 'Stella',Stella Cherry,3405-20MM-7G,Fruit,4, $49.50 ,25, $49.00 
Cherry x 'Sweetheart®',Sweetheart® Cherry,5816-20MM-7G,Fruit,124, $49.50 ,25, $49.00 
Cherry x 'Van',Van Cherry,3406-20MM-7G,Fruit,4, $49.50 ,25, $49.00 
Cherry x 'Vandalay®',Vandalay® Cherry,5817-20MM-7G,Fruit,40, $49.50 ,25, $49.00 
Cherry-Plum x 'Nadia',Nadia Cherry-Plum,4800-20MM-7G,Fruit,34, $49.50 ,25, $49.00 
Cherry-Plum x 'Nadia',Nadia Cherry-Plum,4800-20MM-FP,Fruit,1, $49.50 ,25, $49.00 
Cherry-shrub x 'Crimson Passion',Crimson Passion Cherry,5431-2G,Fruit,343, $17.50 ,25, $17.00 
Cherry-shrub x 'Cupid',Cupid Cherry,3331-2G,Fruit,447, $17.50 ,25, $17.00 
Cherry-shrub x 'Cutie Pie',Cutie Pie Dwarf Sour Cherry,5748-2G,Fruit,56, $17.50 ,25, $17.00 
Cherry-shrub x 'Juliet',Juliet Cherry,3332-2G,Fruit,336, $17.50 ,25, $17.00 
Cherry-shrub x 'Romeo',"Romeo Cherry, Dwarf Cherry",4759-2G,Fruit,243, $17.50 ,25, $17.00 
Cherry-shrub x 'Valentine',Valentine Cherry,3333-2G,Fruit,472, $17.50 ,25, $17.00 
Chiastophyllum oppositifolium 'Solar Yellow',"Golden Lamb's Tail, Cotyledon",3171-1G,Perennials,57, $6.25 ,25, $6.00 
Chionanthus virginicus,Fringetree,786-3G,Shrubs,8, $28.50 ,25, $28.00 
Chionanthus virginicus,Fringetree,786-35MM-WB,Shrubs,4, $195.00 ,25, $195.00 
Chionanthus virginicus,Fringetree,786-100CM-7G,Shrubs,36, $67.00 ,25, $67.00 
Chrysogonum virginianum,"Golden Star, Green and Gold",3106-1G,Perennials,54, $6.95 ,25, $6.70 
Cimicifuga ramosa 'Atropurpurea',"Black Snakeroot, Bugbane",212-1G,Perennials,2, $9.25 ,25, $9.00 
Cimicifuga ramosa 'Brunette',"Purple-leaf Bugbane, Black Bugbane",213-1G,Perennials,137, $10.25 ,25, $10.00 
Cimicifuga ramosa 'Hillside Black Beauty',"Purple-leaf Bugbane, Black Bugbane",214-1G,Perennials,4, $10.25 ,25, $10.00 
Cimicifuga ramosa 'Pink Spike',"Purple-leaf Bugbane, Black Bugbane",215-1G,Perennials,90, $10.25 ,25, $10.00 
Cimicifuga x 'Chocoholic',"Purple-leaf Bugbane, Black Bugbane",4381-1G,Perennials,168, $10.25 ,25, $10.00 
Cladrastis lutea,Yellowwood,1031-2G,Trees,0, $-   ,25, $-   
Cladrastis lutea,Yellowwood,1031-60CM-2G,Trees,139, $17.50 ,25, $17.00 
Cladrastis lutea,Yellowwood,1031-125CM-2G,Trees,42, $23.50 ,25, $23.00 
Cladrastis lutea,Yellowwood,1031-TF-80MM-WB,Trees,0, $725.00 ,25, $725.00 
Cladrastis lutea,Yellowwood,1031-TF-70MM-WB,Trees,0, $685.00 ,25, $685.00 
Cladrastis lutea,Yellowwood,1031-TF-60MM-WB,Trees,2, $290.00 ,25, $290.00 
Cladrastis lutea,Yellowwood,1031-TF-50MM-WB,Trees,36, $270.00 ,25, $270.00 
Cladrastis lutea,Yellowwood,1031-TF-45MM-WB,Trees,16, $240.00 ,25, $240.00 
Cladrastis lutea,Yellowwood,1031-TF-40MM-WB,Trees,47, $230.00 ,25, $230.00 
Cladrastis lutea,Yellowwood,1031-TF-200CM-7G,Trees,170, $88.00 ,25, $88.00 
Cladrastis lutea,Yellowwood,1031-TF-200CM-10G,Trees,44, $98.00 ,, $98.00 
Cladrastis lutea,Yellowwood,1031-TF-250CM-10G,Trees,8, $103.00 ,25, $103.00 
Cladrastis lutea,Yellowwood,1031-TF-250CM-15G,Trees,157, $108.00 ,25, $108.00 
Cladrastis lutea,Yellowwood,1031-CLP-175CM-WB,Trees,3, $315.00 ,25, $315.00 
Cladrastis lutea,Yellowwood,1031-CLP-200CM-WB,Trees,0, $335.00 ,25, $335.00 
Claytonia virginica,"Spring Beauty, Fairy-spuds",1771-PL32,Perennials,162, $6.50 ,25, $6.50 
Clematis paniculata,Sweet Autumn Clematis,3049-STK-1G,Vines,764, $8.95 ,25, $8.70 
Clematis paniculata,Sweet Autumn Clematis,3049-STK-3G,Vines,257, $13.95 ,25, $13.70 
Clematis tangutica,"Golden Clematis, Russian Virgin's Bower",3050-STK-1G,Vines,13, $8.95 ,25, $8.70 
Clematis tangutica,"Golden Clematis, Russian Virgin's Bower",3050-STK-3G,Vines,60, $13.95 ,25, $13.70 
Clematis virginiana,"Virgin's Bower, Devil's Darning Needles, Devil's Hair, Love Vine",3051-STK-1G,Vines,213, $8.95 ,25, $8.70 
Clematis x 'Ayako',,8165-1G,Vines,110, $12.95 ,25, $12.70 
Clematis x 'Bee's Jubilee',Clematis,3011-STK-1G,Vines,5, $10.95 ,25, $10.70 
Clematis x 'Blue Boy',Solitary Clematis,3013-STK-1G,Vines,12, $10.95 ,25, $10.70 
Clematis x 'Duchess of Edinburgh',Clematis,4321-STK-1G,Vines,97, $10.95 ,25, $10.70 
Clematis x 'Etoile Violette',Clematis,3016-STK-1G,Vines,127, $10.95 ,25, $10.70 
Clematis x 'Frances Rivis',Frances Rivis Clematis,5713-STK-1G,Vines,4, $11.95 ,25, $11.70 
Clematis x 'Fujimusume',Clematis,4382-STK-1G,Vines,105, $10.95 ,25, $10.70 
Clematis x 'Gillian Blades',Gillian Blades Clematis,5605-STK-1G,Vines,93, $10.95 ,25, $10.70 
Clematis x 'H.F. Young',Clematis,3019-STK-1G,Vines,72, $10.95 ,25, $10.70 
Clematis x 'Henryi',Clematis,3018-STK-1G,Vines,129, $10.95 ,25, $10.70 
